Participant ID ,Session ID ,Study ID ,Session,Age ,Sex ,Handedness ,Highest level of Education/Training ,If ,If ,If ,q5,Date ,Time to complete the task ,Volume of Brain Removed ,LH Instrument Type ,RH Instrument Type ,Pathlength of LH instrument ,Pathlength of RH instrument ,Percentage of Tissue Removed 0 ,Percentage of Tissue Removed 1 ,Do you play a musical instrument? ,q9,q10,q11,q12,q13,q14,Date ,Time to complete the task ,Volume of Brain Removed ,LH Instrument Type ,RH Instrument Type ,Pathlength of LH instrument ,Pathlength of RH instrument ,Percentage of Tissue Removed 0 ,Percentage of Tissue Removed 1 
73878,339,ms212,4,23,Male,Right,Med School,2,,,Yes, 13-08-14,607.196,2.69428, Bipolar, SuctionCurved7Fr,5092.85,15366.9,6.25731,81.6737,No,Agree,Agree,Strongly disagree,Agree,Strongly agree,Agree, 13-08-14,607.196,2.69428, Bipolar, SuctionCurved7Fr,5092.85,15366.9,6.25731,81.6737
67779,14,MS214,1,24,Female,Ambidextrous,Med School,2,,,Yes, 13-04-10,619.141,5.96707, SuctionCurved7Fr, Bipolar,12100.8,2470.55,13.8582,53.9545,No,Agree,Disagree,Agree,Neutral,Neutral,Strongly disagree, 13-04-10,619.141,5.96707, SuctionCurved7Fr, Bipolar,12100.8,2470.55,13.8582,53.9545
67779,62,MS214,2,24,Female,Ambidextrous,Med School,2,,,Yes, 13-05-08,627.658,4.75838, SuctionCurved7Fr, Bipolar,15304.5,3738.16,11.0511,88.0896,No,Agree,Disagree,Agree,Neutral,Neutral,Strongly disagree, 13-05-08,627.658,4.75838, SuctionCurved7Fr, Bipolar,15304.5,3738.16,11.0511,88.0896
67779,63,MS214,3,24,Female,Ambidextrous,Med School,2,,,Yes, 13-05-09,613.48,3.92208, SuctionCurved7Fr, Bipolar,12285.2,5372.85,9.10881,72.1061,No,Agree,Disagree,Agree,Neutral,Neutral,Strongly disagree, 13-05-09,613.48,3.92208, SuctionCurved7Fr, Bipolar,12285.2,5372.85,9.10881,72.1061
67779,64,MS214,4,24,Female,Ambidextrous,Med School,2,,,Yes, 13-05-10,622.26,4.03828, SuctionCurved7Fr, Bipolar,13181.4,5656.78,9.37867,86.2052,No,Agree,Disagree,Agree,Neutral,Neutral,Strongly disagree, 13-05-10,622.26,4.03828, SuctionCurved7Fr, Bipolar,13181.4,5656.78,9.37867,86.2052
73889,314,ms215,1,22,Female,Right,Med School,2,,,Yes, 13-08-09,642.999,2.40337, SuctionCurved7Fr, Bipolar,7332.65,4398.11,5.58168,37.3308,No,Agree,Strongly disagree,Agree,Agree,Agree,Agree, 13-08-09,642.999,2.40337, SuctionCurved7Fr, Bipolar,7332.65,4398.11,5.58168,37.3308
73889,315,ms215,2,22,Female,Right,Med School,2,,,Yes, 13-08-30,606.12,3.45787, Bipolar, SuctionCurved7Fr,3887.17,13587.8,8.03069,81.025,No,Agree,Strongly disagree,Agree,Agree,Agree,Agree, 13-08-30,606.12,3.45787, Bipolar, SuctionCurved7Fr,3887.17,13587.8,8.03069,81.025
73889,316,ms215,3,22,Female,Right,Med School,2,,,Yes, 13-09-03,605.299,3.01895, Bipolar, SuctionCurved7Fr,5914.52,13100.4,7.01134,66.1964,No,Agree,Strongly disagree,Agree,Agree,Agree,Agree, 13-09-03,605.299,3.01895, Bipolar, SuctionCurved7Fr,5914.52,13100.4,7.01134,66.1964
73889,317,ms215,4,22,Female,Right,Med School,2,,,Yes, 13-09-04,607.88,2.77506, Bipolar, SuctionCurved7Fr,7641.21,14193.6,6.44492,70.7336,No,Agree,Strongly disagree,Agree,Agree,Agree,Agree, 13-09-04,607.88,2.77506, Bipolar, SuctionCurved7Fr,7641.21,14193.6,6.44492,70.7336
73941,294,ms216,1,23,Male,Right,Med School,2,,,Yes, 13-08-12,625.34,1.88325, SuctionCurved7Fr, Bipolar,7251.86,6444.87,4.37375,2.15028,Yes,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree, 13-08-12,625.34,1.88325, SuctionCurved7Fr, Bipolar,7251.86,6444.87,4.37375,2.15028
73941,295,ms216,2,23,Male,Right,Med School,2,,,Yes, 13-08-13,653.739,4.12118, Bipolar, SuctionCurved7Fr,6529.23,15667.1,9.57119,57.4024,Yes,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree, 13-08-13,653.739,4.12118, Bipolar, SuctionCurved7Fr,6529.23,15667.1,9.57119,57.4024
73941,296,ms216,3,23,Male,Right,Med School,2,,,Yes, 13-08-14,604.981,3.62636, SuctionCurved7Fr, Bipolar,10804.7,5684.11,8.42201,75.7775,Yes,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree, 13-08-14,604.981,3.62636, SuctionCurved7Fr, Bipolar,10804.7,5684.11,8.42201,75.7775
73941,297,ms216,4,23,Male,Right,Med School,2,,,Yes, 13-08-16,713.918,3.12913, Bipolar, SuctionCurved7Fr,6295.35,20303.5,7.26722,76.0446,Yes,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree, 13-08-16,713.918,3.12913, Bipolar, SuctionCurved7Fr,6295.35,20303.5,7.26722,76.0446
74707,259,ms217,1,23,Female,Right,Med School,2,,,Yes, 13-08-27,611,2.48822, Bipolar, SuctionCurved7Fr,2744.04,9161.55,5.77875,61.6878,No,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Neutral, 13-08-27,611,2.48822, Bipolar, SuctionCurved7Fr,2744.04,9161.55,5.77875,61.6878
74707,260,ms217,2,23,Female,Right,Med School,2,,,Yes, 13-08-29,626.401,2.14324, Bipolar, SuctionCurved7Fr,3346.1,9679.2,4.97755,28.997,No,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Neutral, 13-08-29,626.401,2.14324, Bipolar, SuctionCurved7Fr,3346.1,9679.2,4.97755,28.997
74707,261,ms217,3,23,Female,Right,Med School,2,,,Yes, 13-09-12,609.201,3.14717, Bipolar, SuctionCurved7Fr,2587.64,14667.5,7.30913,76.2203,No,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Neutral, 13-09-12,609.201,3.14717, Bipolar, SuctionCurved7Fr,2587.64,14667.5,7.30913,76.2203
74707,262,ms217,4,23,Female,Right,Med School,2,,,Yes, 13-09-13,621.761,2.73706, Bipolar, SuctionCurved7Fr,4058.44,15251.2,6.35667,68.3246,No,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Neutral, 13-09-13,621.761,2.73706, Bipolar, SuctionCurved7Fr,4058.44,15251.2,6.35667,68.3246
69222,49,ms218,1,24,Male,Right,Med School,,,,Yes, 13-05-07,639.119,2.73452, SuctionCurved7Fr, Bipolar,7561.13,6516.62,6.35077,20.8752,Yes,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Neutral, 13-05-07,639.119,2.73452, SuctionCurved7Fr, Bipolar,7561.13,6516.62,6.35077,20.8752
69222,50,ms218,2,24,Male,Right,Med School,,,,Yes, 13-05-09,604.427,8.02136, SuctionCurved7Fr, Bipolar,11751.6,7588.22,18.6291,24.7037,Yes,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Neutral, 13-05-09,604.427,8.02136, SuctionCurved7Fr, Bipolar,11751.6,7588.22,18.6291,24.7037
69222,51,ms218,3,24,Male,Right,Med School,,,,Yes, 13-05-14,610.13,5.62227, SuctionCurved7Fr, Bipolar,10906.1,6675.67,13.0574,55.4218,Yes,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Neutral, 13-05-14,610.13,5.62227, SuctionCurved7Fr, Bipolar,10906.1,6675.67,13.0574,55.4218
69222,52,ms218,4,24,Male,Right,Med School,,,,Yes, 13-05-15,629.324,3.91263, SuctionCurved7Fr, Bipolar,10573.8,6586.63,9.08687,71.8548,Yes,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Neutral, 13-05-15,629.324,3.91263, SuctionCurved7Fr, Bipolar,10573.8,6586.63,9.08687,71.8548
74722,255,ms219,1,24,Male,Right,Med School,2,,,Yes, 13-08-27,608.498,3.57709, Bipolar, SuctionCurved7Fr,4495.36,9054.55,8.30759,57.5135,Yes,Agree,Agree,Agree,Agree,Strongly agree,Agree, 13-08-27,608.498,3.57709, Bipolar, SuctionCurved7Fr,4495.36,9054.55,8.30759,57.5135
74722,256,ms219,2,24,Male,Right,Med School,2,,,Yes, 13-09-03,611.261,2.72733, Bipolar, SuctionCurved7Fr,3373.97,9895.71,6.33406,40.4017,Yes,Agree,Agree,Agree,Agree,Strongly agree,Agree, 13-09-03,611.261,2.72733, Bipolar, SuctionCurved7Fr,3373.97,9895.71,6.33406,40.4017
74722,257,ms219,3,24,Male,Right,Med School,2,,,Yes, 13-09-09,610.121,1.60898, Bipolar, SuctionCurved7Fr,3391.07,6909.85,3.73675,23.3995,Yes,Agree,Agree,Agree,Agree,Strongly agree,Agree, 13-09-09,610.121,1.60898, Bipolar, SuctionCurved7Fr,3391.07,6909.85,3.73675,23.3995
74722,258,ms219,4,24,Male,Right,Med School,2,,,Yes, 13-09-10,616.301,2.75942, Bipolar, SuctionCurved7Fr,4277.37,11813.7,6.40859,68.7579,Yes,Agree,Agree,Agree,Agree,Strongly agree,Agree, 13-09-10,616.301,2.75942, Bipolar, SuctionCurved7Fr,4277.37,11813.7,6.40859,68.7579
67828,15,MS220,1,25,Male,Right,Med School,2,,,Yes, 13-04-12,615.52,3.26457, SuctionCurved7Fr, Bipolar,12409.4,8200.3,7.58178,58.5886,Yes,Agree,Disagree,Neutral,Agree,Neutral,Disagree, 13-04-12,615.52,3.26457, SuctionCurved7Fr, Bipolar,12409.4,8200.3,7.58178,58.5886
67828,22,MS220,2,25,Male,Right,Med School,2,,,Yes, 13-05-07,645.932,2.48528, SuctionCurved7Fr, Bipolar,13956.8,12151.1,5.77192,39.9726,Yes,Agree,Disagree,Neutral,Agree,Neutral,Disagree, 13-05-07,645.932,2.48528, SuctionCurved7Fr, Bipolar,13956.8,12151.1,5.77192,39.9726
67828,57,MS220,3,25,Male,Right,Med School,2,,,Yes, 13-05-08,616.493,3.51602, SuctionCurved7Fr, Bipolar,12999.1,10318.5,8.16575,64.7756,Yes,Agree,Disagree,Neutral,Agree,Neutral,Disagree, 13-05-08,616.493,3.51602, SuctionCurved7Fr, Bipolar,12999.1,10318.5,8.16575,64.7756
67828,58,MS220,4,25,Male,Right,Med School,2,,,Yes, 13-05-09,639.619,3.67251, SuctionCurved7Fr, Bipolar,14413.1,10405.6,8.5292,56.1919,Yes,Agree,Disagree,Neutral,Agree,Neutral,Disagree, 13-05-09,639.619,3.67251, SuctionCurved7Fr, Bipolar,14413.1,10405.6,8.5292,56.1919
74849,254,ms221,1,23,Female,Right,Med School,2,,,Yes, 13-08-29,608.5,3.59211, Bipolar, SuctionCurved7Fr,2894.08,14747.4,8.34246,94.9945,Yes,Neutral,Agree,Strongly disagree,Neutral,Strongly agree,Neutral, 13-08-29,608.5,3.59211, Bipolar, SuctionCurved7Fr,2894.08,14747.4,8.34246,94.9945
74849,253,ms221,2,23,Female,Right,Med School,2,,,Yes, 13-08-29,610.161,3.08516, Bipolar, SuctionCurved7Fr,3688.51,8519.41,7.1651,36.5736,Yes,Neutral,Agree,Strongly disagree,Neutral,Strongly agree,Neutral, 13-08-29,610.161,3.08516, Bipolar, SuctionCurved7Fr,3688.51,8519.41,7.1651,36.5736
75240,249,ms222,1,23,Male,Right,Med School,2,,,No, 13-09-09,609.922,3.65029, Bipolar, SuctionCurved7Fr,3439.54,12586.7,8.47759,71.7439,No,Neutral,Strongly agree,Strongly disagree,Agree,Agree,Neutral, 13-09-09,609.922,3.65029, Bipolar, SuctionCurved7Fr,3439.54,12586.7,8.47759,71.7439
75240,250,ms222,2,23,Male,Right,Med School,2,,,No, 13-09-11,605.914,5.36254, Bipolar, SuctionCurved7Fr,5495.21,17690.4,12.4542,80.4781,No,Neutral,Strongly agree,Strongly disagree,Agree,Agree,Neutral, 13-09-11,605.914,5.36254, Bipolar, SuctionCurved7Fr,5495.21,17690.4,12.4542,80.4781
75240,251,ms222,3,23,Male,Right,Med School,2,,,No, 13-09-12,607.112,3.9897, Bipolar, SuctionCurved7Fr,5690.96,16720.7,9.26585,88.6073,No,Neutral,Strongly agree,Strongly disagree,Agree,Agree,Neutral, 13-09-12,607.112,3.9897, Bipolar, SuctionCurved7Fr,5690.96,16720.7,9.26585,88.6073
75240,252,ms222,4,23,Male,Right,Med School,2,,,No, 13-09-13,609.361,4.63662, Bipolar, SuctionCurved7Fr,6889.8,20302.7,10.7683,88.2904,No,Neutral,Strongly agree,Strongly disagree,Agree,Agree,Neutral, 13-09-13,609.361,4.63662, Bipolar, SuctionCurved7Fr,6889.8,20302.7,10.7683,88.2904
69441,29,ms302,1,27,Female,Right,Med School,3,,,Yes, 13-05-13,665.421,2.7092, SuctionCurved7Fr, Bipolar,10743.3,8210.13,6.29195,35.2068,No,Agree,Neutral,Strongly disagree,Agree,Neutral,Neutral, 13-05-13,665.421,2.7092, SuctionCurved7Fr, Bipolar,10743.3,8210.13,6.29195,35.2068
69441,30,ms302,2,27,Female,Right,Med School,3,,,Yes, 13-05-14,630.376,5.44698, SuctionCurved7Fr, Bipolar,14784,8117.89,12.6503,77.3175,No,Agree,Neutral,Strongly disagree,Agree,Neutral,Neutral, 13-05-14,630.376,5.44698, SuctionCurved7Fr, Bipolar,14784,8117.89,12.6503,77.3175
69441,132,ms302,3,27,Female,Right,Med School,3,,,Yes, 13-05-20,624.2,4.65245, SuctionCurved7Fr, Bipolar,17606.8,7802.45,10.8051,65.0416,No,Agree,Neutral,Strongly disagree,Agree,Neutral,Neutral, 13-05-20,624.2,4.65245, SuctionCurved7Fr, Bipolar,17606.8,7802.45,10.8051,65.0416
69441,133,ms302,4,27,Female,Right,Med School,3,,,Yes, 13-05-22,626.16,5.85156, SuctionCurved7Fr, Bipolar,15894.1,5257.83,13.5899,85.7272,No,Agree,Neutral,Strongly disagree,Agree,Neutral,Neutral, 13-05-22,626.16,5.85156, SuctionCurved7Fr, Bipolar,15894.1,5257.83,13.5899,85.7272
69888,119,ms303,1,29,Female,Right,Med School,,,,No, 13-05-20,629.72,1.64793, SuctionCurved7Fr, Bipolar,6887.86,4845.26,3.82721,0.764793,No,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Neutral, 13-05-20,629.72,1.64793, SuctionCurved7Fr, Bipolar,6887.86,4845.26,3.82721,0.764793
69888,120,ms303,2,29,Female,Right,Med School,,,,No, 13-05-21,615.121,1.60004, SuctionCurved7Fr, Bipolar,5844.63,6058.73,3.716,2.28741,No,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Neutral, 13-05-21,615.121,1.60004, SuctionCurved7Fr, Bipolar,5844.63,6058.73,3.716,2.28741
69888,121,ms303,3,29,Female,Right,Med School,,,,No, 13-05-22,615.981,2.28143, SuctionCurved7Fr, Bipolar,9434.43,7088.71,5.29848,2.89634,No,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Neutral, 13-05-22,615.981,2.28143, SuctionCurved7Fr, Bipolar,9434.43,7088.71,5.29848,2.89634
69888,122,ms303,4,29,Female,Right,Med School,,,,No, 13-05-29,620.079,4.03574, SuctionCurved7Fr, Bipolar,7549.27,7028.77,9.37278,10.4187,No,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Neutral, 13-05-29,620.079,4.03574, SuctionCurved7Fr, Bipolar,7549.27,7028.77,9.37278,10.4187
74240,263,ms304,1,25,Female,Right,Med School,3,,,Yes, 13-08-16,616.853,3.26597, SuctionCurved7Fr, Bipolar,8396.74,4234.95,7.58502,66.9148,No,Neutral,Strongly disagree,Strongly disagree,Agree,Agree,Neutral, 13-08-16,616.853,3.26597, SuctionCurved7Fr, Bipolar,8396.74,4234.95,7.58502,66.9148
74240,264,ms304,2,25,Female,Right,Med School,3,,,Yes, 13-08-19,626.296,2.82762, Bipolar, SuctionCurved7Fr,6170.47,10826.4,6.56698,48.756,No,Neutral,Strongly disagree,Strongly disagree,Agree,Agree,Neutral, 13-08-19,626.296,2.82762, Bipolar, SuctionCurved7Fr,6170.47,10826.4,6.56698,48.756
74240,265,ms304,3,25,Female,Right,Med School,3,,,Yes, 13-08-20,606.996,3.55363, Bipolar, SuctionCurved7Fr,9590.3,16965,8.2531,74.6276,No,Neutral,Strongly disagree,Strongly disagree,Agree,Agree,Neutral, 13-08-20,606.996,3.55363, Bipolar, SuctionCurved7Fr,9590.3,16965,8.2531,74.6276
74240,266,ms304,4,25,Female,Right,Med School,3,,,Yes, 13-08-21,607.907,3.99632, Bipolar, SuctionCurved7Fr,7385.62,14673.9,9.28123,85.018,No,Neutral,Strongly disagree,Strongly disagree,Agree,Agree,Neutral, 13-08-21,607.907,3.99632, Bipolar, SuctionCurved7Fr,7385.62,14673.9,9.28123,85.018
76366,242,ms305,1,25,Female,Right,Med School,3,,,Yes, 13-10-14,631.541,2.19996, Bipolar, SuctionCurved7Fr,4137.71,7351.38,5.10928,17.7259,No,Agree,Agree,Disagree,Agree,Agree,Neutral, 13-10-14,631.541,2.19996, Bipolar, SuctionCurved7Fr,4137.71,7351.38,5.10928,17.7259
76366,243,ms305,2,25,Female,Right,Med School,3,,,Yes, 13-10-18,637.94,3.13098, Bipolar, SuctionCurved7Fr,3228.67,11560.5,7.27153,37.547,No,Agree,Agree,Disagree,Agree,Agree,Neutral, 13-10-18,637.94,3.13098, Bipolar, SuctionCurved7Fr,3228.67,11560.5,7.27153,37.547
76366,244,ms305,3,25,Female,Right,Med School,3,,,Yes, 13-10-21,624.82,3.949, Bipolar, SuctionCurved7Fr,6088.42,15995.7,9.17132,60.1522,No,Agree,Agree,Disagree,Agree,Agree,Neutral, 13-10-21,624.82,3.949, Bipolar, SuctionCurved7Fr,6088.42,15995.7,9.17132,60.1522
69564,25,Ms307,1,26,Male,Right,Med School,3,,,Yes, 13-05-15,635.5,0.93541, SuctionCurved7Fr, Bipolar,4854.4,3912.26,2.17243,0.369263,No,Neutral,Neutral,Strongly disagree,Agree,Neutral,Neutral, 13-05-15,635.5,0.93541, SuctionCurved7Fr, Bipolar,4854.4,3912.26,2.17243,0.369263
69564,129,Ms307,2,26,Male,Right,Med School,3,,,Yes, 13-05-21,639.68,2.03281, SuctionCurved7Fr, Bipolar,6837.97,2986.42,4.72109,22.3368,No,Neutral,Neutral,Strongly disagree,Agree,Neutral,Neutral, 13-05-21,639.68,2.03281, SuctionCurved7Fr, Bipolar,6837.97,2986.42,4.72109,22.3368
69564,130,Ms307,3,26,Male,Right,Med School,3,,,Yes, 13-05-22,607.16,1.98888, SuctionCurved7Fr, Bipolar,5812.32,5278.66,4.61907,27.9856,No,Neutral,Neutral,Strongly disagree,Agree,Neutral,Neutral, 13-05-22,607.16,1.98888, SuctionCurved7Fr, Bipolar,5812.32,5278.66,4.61907,27.9856
69564,139,Ms307,4,26,Male,Right,Med School,3,,,Yes, 13-05-22,607.16,1.98888, SuctionCurved7Fr, Bipolar,5812.32,5278.66,4.61907,27.9856,No,Neutral,Neutral,Strongly disagree,Agree,Neutral,Neutral, 13-05-22,607.16,1.98888, SuctionCurved7Fr, Bipolar,5812.32,5278.66,4.61907,27.9856
71839,174,ms309,1,32,Male,Right,Med School,3,,,No, 13-06-27,617.04,2.18125, SuctionCurved7Fr, Bipolar,8524.84,6992.01,5.06583,34.2413,Yes,Agree,Agree,Neutral,Agree,Neutral,Neutral, 13-06-27,617.04,2.18125, SuctionCurved7Fr, Bipolar,8524.84,6992.01,5.06583,34.2413
71839,175,ms309,2,32,Male,Right,Med School,3,,,No, 13-06-28,606.216,3.02104, Bipolar, SuctionCurved7Fr,6315.96,12646.7,7.01619,60.8898,Yes,Agree,Agree,Neutral,Agree,Neutral,Neutral, 13-06-28,606.216,3.02104, Bipolar, SuctionCurved7Fr,6315.96,12646.7,7.01619,60.8898
71839,176,ms309,3,32,Male,Right,Med School,3,,,No, 13-06-29,626.139,5.97227, Bipolar, SuctionCurved7Fr,5618.54,18529.5,13.8703,93.479,Yes,Agree,Agree,Neutral,Agree,Neutral,Neutral, 13-06-29,626.139,5.97227, Bipolar, SuctionCurved7Fr,5618.54,18529.5,13.8703,93.479
71839,184,ms309,4,32,Male,Right,Med School,3,,,No, 13-06-29,626.139,5.97227, Bipolar, SuctionCurved7Fr,5618.54,18529.5,13.8703,93.479,Yes,Agree,Agree,Neutral,Agree,Neutral,Neutral, 13-06-29,626.139,5.97227, Bipolar, SuctionCurved7Fr,5618.54,18529.5,13.8703,93.479
76917,239,ms310,1,24,Female,Left,Med School,3,,,Yes, 13-10-21,612.8,3.0138, Bipolar, SuctionCurved7Fr,5547.42,8995.59,6.99937,47.2993,No,Strongly agree,Neutral,Disagree,Strongly agree,Strongly agree,Agree, 13-10-21,612.8,3.0138, Bipolar, SuctionCurved7Fr,5547.42,8995.59,6.99937,47.2993
80391,397,ms311,1,25,Female,Left,Med School,3,,,Yes, 14-01-16,638.04,2.67671, SuctionCurved7Fr, Bipolar,7960.06,3945.54,6.21651,45.7032,Yes,Neutral,Disagree,Strongly disagree,Agree,Agree,Neutral, 14-01-16,638.04,2.67671, SuctionCurved7Fr, Bipolar,7960.06,3945.54,6.21651,45.7032
80391,398,ms311,2,25,Female,Left,Med School,3,,,Yes, 14-01-22,608.14,2.34877, SuctionCurved7Fr, Bipolar,7293.43,3558.78,5.45489,47.3143,Yes,Neutral,Disagree,Strongly disagree,Agree,Agree,Neutral, 14-01-22,608.14,2.34877, SuctionCurved7Fr, Bipolar,7293.43,3558.78,5.45489,47.3143
80391,399,ms311,3,25,Female,Left,Med School,3,,,Yes, 14-01-23,612.081,3.12115, SuctionCurved7Fr, Nothing,7990.31,3322.77,7.24869,61.6177,Yes,Neutral,Disagree,Strongly disagree,Agree,Agree,Neutral, 14-01-23,612.081,3.12115, SuctionCurved7Fr, Nothing,7990.31,3322.77,7.24869,61.6177
80398,388,ms313,1,26,Male,Right,Med School,3,,,Yes, 14-01-16,612.234,3.37473, Bipolar, SuctionCurved7Fr,4192.81,11758.9,7.83762,71.6505,Yes,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree, 14-01-16,612.234,3.37473, Bipolar, SuctionCurved7Fr,4192.81,11758.9,7.83762,71.6505
80398,389,ms313,2,26,Male,Right,Med School,3,,,Yes, 14-01-22,604.812,4.91623, Bipolar, SuctionCurved7Fr,5663.93,16528,11.4177,82.465,Yes,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree, 14-01-22,604.812,4.91623, Bipolar, SuctionCurved7Fr,5663.93,16528,11.4177,82.465
80398,390,ms313,3,26,Male,Right,Med School,3,,,Yes, 14-01-24,577.62,5.0878, Bipolar, SuctionCurved7Fr,4437.7,21972.4,11.8161,91.9219,Yes,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree, 14-01-24,577.62,5.0878, Bipolar, SuctionCurved7Fr,4437.7,21972.4,11.8161,91.9219
80398,391,ms313,4,26,Male,Right,Med School,3,,,Yes, 14-01-27,604.86,4.25312, Bipolar, SuctionCurved7Fr,3743.56,21262.4,9.87762,88.6369,Yes,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree, 14-01-27,604.86,4.25312, Bipolar, SuctionCurved7Fr,3743.56,21262.4,9.87762,88.6369
80649,377,ms318,1,28,Male,Right,Med School,3,,,No, 14-01-23,701.66,1.42155, Bipolar, SuctionCurved7Fr,5504.78,7876.89,3.30148,2.28547,Yes,Neutral,Neutral,Agree,Neutral,Strongly agree,Disagree, 14-01-23,701.66,1.42155, Bipolar, SuctionCurved7Fr,5504.78,7876.89,3.30148,2.28547
80649,376,ms318,2,28,Male,Right,Med School,3,,,No, 14-02-06,660.989,1.59692, Bipolar, Nothing,7242.64,6577.03,3.70876,4.2551,Yes,Neutral,Neutral,Agree,Neutral,Strongly agree,Disagree, 14-02-06,660.989,1.59692, Bipolar, Nothing,7242.64,6577.03,3.70876,4.2551
81321,371,ms319,1,26,Female,Right,Med School,3,,,Yes, 14-02-07,611.228,1.69012, Bipolar, SuctionCurved7Fr,3363.46,6659.44,3.9252,7.20344,Yes,Agree,Disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree, 14-02-07,611.228,1.69012, Bipolar, SuctionCurved7Fr,3363.46,6659.44,3.9252,7.20344
80389,401,ms321,1,24,Female,Right,Med School,3,,,Yes, 14-01-16,627.862,9.3686, Bipolar, SuctionCurved7Fr,7777.5,25330.7,21.758,45.6215,Yes,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree, 14-01-16,627.862,9.3686, Bipolar, SuctionCurved7Fr,7777.5,25330.7,21.758,45.6215
80389,402,ms321,2,24,Female,Right,Med School,3,,,Yes, 14-01-17,609.761,2.90906, Bipolar, SuctionCurved7Fr,7713.55,14978.8,6.75612,76.456,Yes,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree, 14-01-17,609.761,2.90906, Bipolar, SuctionCurved7Fr,7713.55,14978.8,6.75612,76.456
80389,403,ms321,3,24,Female,Right,Med School,3,,,Yes, 14-01-23,605.029,3.65241, Bipolar, SuctionCurved7Fr,8425.29,15637.3,8.48251,72.8201,Yes,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree, 14-01-23,605.029,3.65241, Bipolar, SuctionCurved7Fr,8425.29,15637.3,8.48251,72.8201
80389,400,ms321,4,24,Female,Right,Med School,3,,,Yes, 14-02-03,610.289,1.79746, Bipolar, SuctionCurved7Fr,7868.1,9635.71,4.17451,15.3795,Yes,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree, 14-02-03,610.289,1.79746, Bipolar, SuctionCurved7Fr,7868.1,9635.71,4.17451,15.3795
80459,386,ms322,1,25,Male,Right,Med School,3,,,No, 14-01-17,611.439,2.4401, Bipolar, SuctionCurved7Fr,5389.64,11078.4,5.667,46.7563,No,Neutral,Neutral,Disagree,Agree,Strongly agree,Agree, 14-01-17,611.439,2.4401, Bipolar, SuctionCurved7Fr,5389.64,11078.4,5.667,46.7563
80459,387,ms322,2,25,Male,Right,Med School,3,,,No, 14-01-22,643.541,4.09532, Bipolar, SuctionCurved7Fr,9303.6,19085,9.51114,67.1182,No,Neutral,Neutral,Disagree,Agree,Strongly agree,Agree, 14-01-22,643.541,4.09532, Bipolar, SuctionCurved7Fr,9303.6,19085,9.51114,67.1182
80459,385,ms322,3,25,Male,Right,Med School,3,,,No, 14-02-03,606.57,2.71063, Bipolar, SuctionCurved7Fr,8123.5,14918.8,6.29528,65.3965,No,Neutral,Neutral,Disagree,Agree,Strongly agree,Agree, 14-02-03,606.57,2.71063, Bipolar, SuctionCurved7Fr,8123.5,14918.8,6.29528,65.3965
80477,382,ms323,1,26,Female,Right,Med School,2015,,,Yes, 14-01-17,609.921,2.20824, Bipolar, SuctionCurved7Fr,3523.32,7544.82,5.12851,47.8406,No,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Disagree, 14-01-17,609.921,2.20824, Bipolar, SuctionCurved7Fr,3523.32,7544.82,5.12851,47.8406
80477,383,ms323,2,26,Female,Right,Med School,2015,,,Yes, 14-01-24,611.439,1.60205, Bipolar, SuctionCurved7Fr,4014.15,6439.13,3.72066,40.1239,No,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Disagree, 14-01-24,611.439,1.60205, Bipolar, SuctionCurved7Fr,4014.15,6439.13,3.72066,40.1239
80477,384,ms323,3,26,Female,Right,Med School,2015,,,Yes, 14-01-27,617.48,1.0445, Bipolar, SuctionCurved7Fr,4930.05,6102.46,2.42579,33.0037,No,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Disagree, 14-01-27,617.48,1.0445, Bipolar, SuctionCurved7Fr,4930.05,6102.46,2.42579,33.0037
